Date,Adj Close,Close,High,Low,Open,Volume
2024-07-09,23662.599609375,23662.599609375,23685.80078125,23523.599609375,23566.25,1108600
2024-07-10,23599.099609375,23599.099609375,23649.849609375,23478.0,23647.5,1550800
2024-07-11,23599.44921875,23599.44921875,23684.5,23388.25,23652.400390625,1007200
2024-07-12,23604.400390625,23604.400390625,23819.900390625,23553.0,23606.94921875,1085900
2024-07-15,23691.849609375,23691.849609375,23775.25,23556.19921875,23627.75,1181600
2024-07-16,23648.349609375,23648.349609375,23760.19921875,23628.849609375,23696.0,938500
2024-07-18,23783.5,23783.5,23838.5,23523.75,23559.150390625,1166500
2024-07-19,23596.349609375,23596.349609375,23762.05078125,23566.05078125,23737.69921875,849500
2024-07-22,23626.80078125,23626.80078125,23719.05078125,23450.80078125,23543.19921875,1086100
2024-07-23,23304.099609375,23304.099609375,23725.0,23111.05078125,23710.30078125,1636100
2024-07-24,23165.099609375,23165.099609375,23388.349609375,22969.19921875,23224.099609375,1553400
2024-07-25,23049.5,23049.5,23064.19921875,22866.150390625,22921.599609375,1215700
2024-07-26,23316.69921875,23316.69921875,23358.94921875,22934.0,22941.150390625,1398500
2024-07-29,23315.30078125,23315.30078125,23668.55078125,23222.150390625,23371.0,1776300
